code,subject,terms,name,prereqs,postreqs
ANTH 1030,ANTH,"['202010', '201720']",Pre-Columbian Art and Architecture: A World That Matters,[],[]
ANTH 1223,ANTH,['202010'],"Gender, Nature, the Body",[],[]
ANTH 1350,ANTH,['202010'],Anthropology of Epidemics,[],[]
ANTH 1601,ANTH,"['202010', '201920']",Reimagining Climate Change,[],[]
ANTH 1760,ANTH,['202010'],Disability and Culture in the Past and Present,[],[]
ANTH 1990,ANTH,"['202010', '201920']",Senior Seminar: (Re)Making Anthropology,[],[]
ANTH 2230,ANTH,"['202010', '201810']",Medical Anthropology,[],[]
ANTH 2253,ANTH,"['202010', '201920']",Transnational Feminist Politics and Knowledge Production,[],[]
ANTH 2501,ANTH,"['202010', '201910', '201810', '201710']",Principles of Archaeology,[],[]
ANTH 0066N,ANTH,['201920'],Peoples and Cultures of Greater Mexico,[],[]
ANTH 0800,ANTH,"['201920', '201810', '201710']",Sound and Symbols: Introduction to Linguistic Anthropology,[],[]
ANTH 1237,ANTH,['201920'],"The Just City: Installment I, Comparative Perspectives on Juvenile Justice Reform (URBN 1932)",[],[]
ANTH 1240,ANTH,"['201920', '201820', '201710']",Religion and Culture,[],[]
ANTH 1242,ANTH,['201920'],Bioethics and Culture,[],[]
ANTH 1301,ANTH,"['201920', '201820', '201720', '201620']",Anthropology of Homelessness,[],[]
ANTH 1623,ANTH,"['201920', '201720']",Archaeology of Death,[],[]
ANTH 1750,ANTH,['201920'],Bioarchaeology and Forensic Anthropology,[],[]
ANTH 2050,ANTH,"['201920', '201810']",Ethnography,[],[]
ANTH 2515,ANTH,['201920'],Material Matters,[],[]
ANTH 2520,ANTH,['201920'],Mesoamerican Archaeology and Ethnohistory,[],[]
ANTH 1125,ANTH,"['201910', '201720', '201620']",Indigenous Archaeologies,[],[]
ANTH 1150,ANTH,"['201910', '201810']",Middle East in Anthropological Perspective,[],[]
ANTH 1423,ANTH,['201910'],"Migrants, Political Activism and the Racialization of Labor (POBS 1601M)",[],[]
ANTH 1553,ANTH,['201910'],Energy and Power,[],[]
ANTH 1599,ANTH,['201910'],Politics of Indigeneity in Brazil (LACA 1503Q),[],[]
ANTH 1621,ANTH,"['201910', '201620']",Material Culture Practicum,[],[]
ANTH 1681,ANTH,['201910'],Treaty Rights and Food Fights: Eating Local in Indian Country (ETHN 1750B),[],[]
ANTH 1720,ANTH,"['201910', '201810', '201720', '201710']",The Human Skeleton,[],[]
ANTH 1830,ANTH,['201910'],The Pictured Text,[],[]
ANTH 2000,ANTH,"['201910', '201810', '201710']",History of Ethnological Theory,[],[]
ANTH 2055,ANTH,"['201910', '201620']","Infrastructure, Inequality and Ignorance",[],[]
ANTH 2130,ANTH,['201910'],Biopolitics,[],[]
ANTH 2590,ANTH,"['201910', '201620']","Space, Power, and Politics",[],[]
ANTH 0110,ANTH,"['201820', '201710']","Anthropology and Global Social Problems: Environment, Development, and Governance",[],[]
ANTH 0680,ANTH,"['201820', '201620']",Anthropology of Food,[],[]
ANTH 0805,ANTH,"['201820', '201720']",Language and Migration,[],[]
ANTH 1126,ANTH,['201820'],Ethnographies of Heritage: Community and Landscape of the Mediterranean and Beyond,[],[]
ANTH 1310,ANTH,"['201820', '201720']",International Health: Anthropological Perspectives,[],[]
ANTH 1900,ANTH,"['201820', '201720']",History of Anthropology: Anthropological Theories,[],[]
ANTH 1910D,ANTH,"['201820', '201710']",Faces of Culture,[],[]
ANTH 2500A,ANTH,['201820'],Problems in Archaeology: Archaeology of Colonialism,[],[]
ANTH XLIST,ANTH,"['201820', '201810', '201720', '201710', '201620']",Courses of Interest to Students Concentrating in Anthropology,[],[]
ANTH 0450,ANTH,['201810'],"Inequality, Sustainability, and Mobility in a Car-Clogged World",[],[]
ANTH 1255,ANTH,['201810'],Anthropology of Disasters,[],[]
ANTH 1320,ANTH,['201810'],Anthropology and International Development: Ethnographic Perspectives on Poverty and Progress,[],[]
ANTH 2560,ANTH,"['201810', '201620']","Lived Bodies, Dead Bodies: The Archaeology of Human Remains",[],[]
ANTH 0820,ANTH,['201720'],"Youth, Art, and the Promised City: Recreating The Green Book",[],[]
ANTH 0900,ANTH,['201720'],Babel's Basement: An Introduction to Linguistic Discrimination (and Redemption),[],[]
ANTH 1232,ANTH,['201720'],War and Society,[],[]
ANTH 1345,ANTH,['201720'],Anthropology of the Himalayas,[],[]
ANTH 1910I,ANTH,['201720'],Material Matters,[],[]
ANTH 2011,ANTH,['201720'],Body Arts: The Human Frame as Cultural Expression,[],[]
ANTH 2320,ANTH,['201720'],Ideology of Development,[],[]
ANTH 0700,ANTH,['201710'],Introduction to Modern South Asia,[],[]
ANTH 2225,ANTH,['201710'],Life Itself,[],[]
ANTH 1557,ANTH,['201700'],"Sex, Gender, and Subversion: An Introduction to Queer Anthropology",[],[]
ANTH 0066S,ANTH,['201620'],Contemporary Egypt in Revolution,[],[]
ANTH 0077N,ANTH,['201620'],The Anthropology of Gender and Science,[],[]
ANTH 1050,ANTH,['201620'],Global Sport: Anthropological Perspectives,[],[]
ANTH 1151,ANTH,['201620'],Ethnographies of the Muslim Middle East,[],[]
ANTH 1251,ANTH,['201620'],Violence and the Media,[],[]
ANTH 1312,ANTH,['201620'],"Stratified Reproduction: Race, Class and Parenthood",[],[]
ANTH 1580,ANTH,['201620'],"ISIS, NAGPRA, and the Academy: Archaeology and Global Issues in Cultural Heritage",[],[]
ANTH 1910G,ANTH,['201620'],Senior Seminar: Politics and Symbols,[],[]
ANTH 2205,ANTH,['201620'],Critical Ethnographies of Race and Indigeneity,[],[]
ANTH 2304,ANTH,['201620'],Issues in Anthropology and Population,[],[]
APMA 0200,APMA,"['202110', '202100', '201810', '201610']",Introduction to Modelling,[],[]
APMA 0340,APMA,"['202110', '202100', '202020', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Methods of Applied Mathematics II,[],[]
APMA 0350,APMA,"['202110', '202100', '202020', '202010', '202000', '201920', '201910', '201900', '201820', '201810', '201800', '201720', '201710', '201700', '201620', '201610']",Applied Ordinary Differential Equations,[],[]
APMA 0360,APMA,"['202110', '202100', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201700', '201620', '201610']",Applied Partial Differential Equations I,[],[]
APMA 1080,APMA,"['202110', '202010', '201910', '201810', '201710', '201620']",Inference in Genomics and Molecular Biology,[],[]
APMA 1160,APMA,"['202110', '202020', '201910', '201820', '201620']",An Introduction to Numerical Optimization,[],[]
APMA 1170,APMA,"['202110', '202010', '201910', '201810', '201710', '201610']",Introduction to Computational Linear Algebra,[],[]
APMA 1210,APMA,"['202110', '202010', '201920', '201810', '201710', '201610']",Operations Research: Deterministic Models,[],[]
APMA 1330,APMA,"['202110', '202010', '201910', '201810', '201710', '201610']",Applied Partial Differential Equations II,[],[]
APMA 1650,APMA,"['202110', '202100', '202020', '202010', '202000', '201920', '201910', '201820', '201810', '201720', '201710', '201700', '201620', '201610']",Statistical Inference I,[],[]
APMA 1655,APMA,"['202110', '202010', '201920', '201910', '201810', '201710', '201610']",Honors Statistical Inference I,[],[]
APMA 1690,APMA,"['202110', '202010', '201910', '201810', '201710', '201610']",Computational Probability and Statistics,[],[]
APMA 1910,APMA,"['202110', '201820', '201720', '201620']",Race and Gender in the Scientific Community,[],[]
APMA 1930V,APMA,['202110'],"Randomized Algorithms for Counting, Integration and Optimization",[],[]
APMA 2080,APMA,"['202110', '202010', '201910', '201810', '201620']",Inference in Genomics and Molecular Biology,[],[]
APMA 2190,APMA,"['202110', '202010', '201910', '201810', '201710', '201610']",Nonlinear Dynamical Systems I,[],[]
APMA 2230,APMA,"['202110', '201910', '201710']",Partial Differential Equations I,[],[]
APMA 2550,APMA,"['202110', '202010', '201910', '201810', '201710', '201610']",Numerical Solution of Partial Differential Equations I,[],[]
APMA 2570A,APMA,"['202110', '202010', '201810', '201610']",Numerical Solution of Partial Differential Equations III,[],[]
APMA 2630,APMA,"['202110', '202010', '201910', '201810', '201710', '201610']",Theory of Probability I,[],[]
APMA 2812D,APMA,['202110'],Topics in Modern Learning Theory and its Applications,[],[]
APMA 2812E,APMA,['202110'],Semidefinite and Combinatorial Optimization.,[],[]
APMA 2990,APMA,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Thesis Preparation,[],[]
APMA 0160,APMA,"['202100', '201920', '201820', '201720', '201700', '201620']",Introduction to Scientific Computing,[],[]
APMA 0330,APMA,"['202100', '202020', '202010', '201920', '201910', '201820', '201810', '201800', '201720', '201710', '201620', '201610']","Methods of Applied Mathematics I, II",[],[]
APMA 0650,APMA,"['202100', '202020', '201920', '201820', '201720', '201620']",Essential Statistics,[],[]
APMA 1070,APMA,"['202020', '201920', '201820', '201710', '201610']",Quantitative Models of Biological Systems,[],[]
APMA 1200,APMA,"['202020', '201920', '201820', '201720', '201620']",Operations Research: Probabilistic Models,[],[]
APMA 1360,APMA,"['202020', '201920', '201820', '201720', '201620']",Applied Dynamical Systems,[],[]
APMA 1660,APMA,"['202020', '201920', '201820', '201720', '201620']",Statistical Inference II,[],[]
APMA 1710,APMA,"['202020', '201910', '201810', '201710', '201610']",Information Theory,[],[]
APMA 1720,APMA,"['202020', '201820', '201610']",Monte Carlo Simulation with Applications to Finance,[],[]
APMA 1740,APMA,"['202020', '201920', '201820', '201720', '201620']",Recent Applications of Probability and Statistics,[],[]
APMA 1860,APMA,"['202020', '201610']",Graphs and Networks,[],[]
APMA 1940Y,APMA,"['202020', '201820']",Wavelets and Applications,[],[]
APMA 1941B,APMA,['202020'],Graphs and Networks,[],[]
APMA 2120,APMA,"['202020', '201820', '201620']",Hilbert Spaces and Their Applications,[],[]
APMA 2200,APMA,"['202020', '201920', '201820', '201720', '201620']",Nonlinear Dynamical Systems: Theory and Applications,[],[]
APMA 2560,APMA,"['202020', '201920', '201820', '201720', '201620']",Numerical Solution of Partial Differential Equations II,[],[]
APMA 2580B,APMA,"['202020', '201720']",Computational Fluid Dynamics for Compressible Flows,[],[]
APMA 2610,APMA,"['202020', '201920', '201820', '201720', '201620']",Recent Applications of Probability and Statistics,[],[]
APMA 2640,APMA,"['202020', '201920', '201820', '201720', '201620']",Theory of Probability II,[],[]
APMA 2680,APMA,"['202020', '201820', '201620']",Mathematical Statistics II,[],[]
APMA 2822D,APMA,['202020'],Some Topics in Kinetic The,[],[]
APMA 1930U,APMA,"['202010', '201910']",Introduction to Stochastic Differential Equations,[],[]
APMA 2110,APMA,"['202010', '201810', '201610']",Real Analysis,[],[]
APMA 2670,APMA,"['202010', '201910', '201810', '201710', '201610']",Mathematical Statistics I,[],[]
APMA 2812C,APMA,['202010'],Interacting Particle Systems,[],[]
APMA 1180,APMA,"['201920', '201620']",Introduction to Numerical Solution of Differential Equations,[],[]
APMA 1911,APMA,['201920'],Race and Gender in the Scientific Community (MATH 1910),[],[]
APMA 1941A,APMA,['201920'],An Introduction to Pattern Theory,[],[]
APMA 2120A,APMA,['201920'],Real Function Theory (MATH 2210),[],[]
APMA 2240,APMA,"['201920', '201720']",Partial Differential Equations,[],[]
APMA 2420,APMA,"['201920', '201620']",Fluid Mechanics II,[],[]
APMA 2570B,APMA,"['201920', '201710']",Numerical Solution of Partial Differential Equations III,[],[]
APMA 2822C,APMA,['201920'],Combinatorial Theory,[],[]
APMA 1681,APMA,['201910'],Computational Neuroscience (NEUR 1680),[],[]
APMA 1930T,APMA,['201910'],Waves,[],[]
APMA 2110A,APMA,['201910'],Real Function Theory (MATH 2210),[],[]
APMA 2580A,APMA,"['201910', '201620']",Computational Fluid Dynamics,[],[]
APMA 2811Z,APMA,['201910'],Stochastic Partial Differential Equations: Theory and Numerics,[],[]
APMA 2812A,APMA,['201910'],An Introduction to Stochastic Control,[],[]
APMA 2812B,APMA,['201910'],An Introduction to SPDE's,[],[]
APMA 1150,APMA,['201820'],Machine Learning for Scientific Modeling: Data-Driven Discovery of Differential Equations(MATH 1150),[],[]
APMA 2822B,APMA,['201820'],Introduction to Parallel Computing on Heterogeneous (CPU+GPU) Systems,[],[]
APMA 1930P,APMA,"['201810', '201610']",Mathematics and Climate,[],[]
APMA 2810Q,APMA,"['201810', '201620']",Discontinous Galerkin Methods,[],[]
APMA 2811Y,APMA,['201810'],Topics in Stochastic Analysis,[],[]
APMA 1940X,APMA,['201720'],Topics in Information Theory and Coding Theory,[],[]
APMA 2822A,APMA,['201720'],High Order Finite Element Methods: Theory and Implementation,[],[]
APMA 0110,APMA,"['201710', '201610']",What’s the big deal with Data Science?,[],[]
APMA 1930S,APMA,['201710'],Approximations for Piecewise Smooth Functions,[],[]
APMA 2811W,APMA,['201710'],Convex Analysis and Minimization Algorithms,[],[]
APMA 2811X,APMA,['201710'],Finitite Element Exterior Calculus,[],[]
APMA 1940V,APMA,['201620'],Topics in Coding Theory,[],[]
APMA 1940W,APMA,['201620'],"Randomized Algorithms for Counting, Integration and Optimzation",[],[]
APMA 2811O,APMA,['201620'],Dynamics and Stochastics,[],[]
APMA 2821V,APMA,['201620'],Neural Dynamics: Theory and Modeling,[],[]
APMA 1930Q,APMA,['201610'],Mathematical Models of Cortical Dynamics,[],[]
APMA 1930R,APMA,['201610'],Probabilities in Quantum Mechanics,[],[]
APMA 2811T,APMA,['201610'],Dissipative Particle Dynamics,[],[]
APMA 2811U,APMA,['201610'],Topics in Markov Processes And Stochastic Analysis,[],[]
APMA 2811V,APMA,['201610'],Convex Analysis and Minimization Algorithms,[],[]
APMA 2970,APMA,['201610'],Preliminary Examination Preparation,[],[]
ARAB 0100,ARAB,"['202110', '202020', '202010', '201910', '201810', '201710', '201610']",First-Year Arabic,[],[]
ARAB 0300,ARAB,"['202110', '202010', '201910', '201810', '201710', '201610']",Second-Year Arabic,[],[]
ARAB 0500,ARAB,"['202110', '202010', '201910', '201810', '201710', '201610']",Third-Year Arabic,[],[]
ARAB 0700,ARAB,"['202110', '202010', '201910', '201810', '201710', '201610']",Advanced Arabic:  Tales of the City,[],[]
ARAB 0200,ARAB,"['202100', '202020', '201920', '201820', '201720', '201620']",First-Year Arabic,[],[]
ARAB 0400,ARAB,"['202020', '201920', '201820', '201720', '201620']",Second-Year Arabic,[],[]
ARAB 0450B,ARAB,['202020'],Beginning Egyptian Colloquial Arabic,[],[]
ARAB 0600,ARAB,"['202020', '201920', '201820', '201720', '201620']",Third-Year Arabic,[],[]
ARAB 0800,ARAB,"['202020', '201920', '201820', '201720', '201620']",Advanced Arabic: Language & Culture through Cinema,[],[]
ARAB 0950,ARAB,"['202020', '201920']",Advanced Reading and Composition: Arabic Fiction in the West,[],[]
ARAB 0450A,ARAB,['202010'],Beginning Levantine Colloquial,[],[]
ARAB 0850,ARAB,"['202010', '201910']",Advanced reading and composition in Arabic: Kalila wa-Dimna,[],[]
ARAB 0120,ARAB,"['201800', '201700']",Intensive Summer Arabic,[],[]
ARAB 1100,ARAB,['201610'],"Love, Revolution and Nostalgia in Modern Arabic Poetry",[],[]
ARAB 1990B,ARAB,['201610'],Advanced Egyptian Arabic: Displacement and Diaspora in a Modernizing Egypt,[],[]
ARCH 0100,ARCH,"['202110', '201910', '201710']",Field Archaeology in the Ancient World,[],[]
ARCH 0154,ARCH,['202110'],Black Pharaohs: Nubian Kings and Queens of Ancient Egypt (EGYT 0550),[],[]
ARCH 0203,ARCH,"['202110', '201720']",Who Owns the Past? (ANTH 0066D),[],[]
ARCH 0230,ARCH,['202110'],"Myriad Mediterraneans: Archaeology, Representation and Decolonization",[],[]
ARCH 0330,ARCH,['202110'],Archaeology Under the Volcano,[],[]
ARCH 0420,ARCH,['202110'],Archaeologies of the Greek Past,[],[]
ARCH 0683,ARCH,"['202110', '201810']",From Fire Wielders to Empire Builders:Human Impact on the Global Environment before 1492(HIST 0270A),[],[]
ARCH 0717,ARCH,"['202110', '201720']",Architecture of the House Through Space and Time (HIAA 0081),[],[]
ARCH 1051,ARCH,['202110'],Archaeology of Settler Colonialism (ARCH 1622),[],[]
ARCH 1108,ARCH,"['202110', '202010']",Politics and Spectacle in the Arts of Ancient Rome (HIAA 1307),[],[]
ARCH 1128,ARCH,"['202110', '201910']",The Long Fall of the Roman Empire (HIST 1205),[],[]
ARCH 1130,ARCH,['202110'],A Burglar's Guide to Rome,[],[]
ARCH 1162,ARCH,"['202110', '202010', '201910', '201710', '201610']",Anthropology in/of the Museum (ANTH 1901),[],[]
ARCH 1234,ARCH,['202110'],Lost Languages: The Decipherment and Study of Ancient Writing Systems (ANTH 1820),[],[]
ARCH 1238,ARCH,"['202110', '201620']",Classic Mayan Civilization (ANTH 1031),[],[]
ARCH 1544,ARCH,['202110'],Heritage in the Metropolis: Remembering and Preserving the Urban Past (URBN 1280),[],[]
ARCH 1621,ARCH,"['202110', '201910', '201710']",History of Egypt I (EGYT 1430),[],[]
ARCH 1670,ARCH,"['202110', '201820']","The Beginning of the End? Neolithic ""Revolutions"" and the Shaping of the Modern World",[],[]
ARCH 1870,ARCH,"['202110', '201910']",Environmental Archaeology,[],[]
ARCH 1900,ARCH,"['202110', '202100', '201910', '201810', '201710', '201610']",The Archaeology of College Hill,[],[]
ARCH 2114,ARCH,['202110'],Archaeologies of Text (ASYR 2800),[],[]
ARCH 2179,ARCH,['202110'],"Frameworks of Antiquity: Disciplines, Discourses, Politics (HMAN 2401G)",[],[]
